# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-04-23 12:29:32 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04095090 PORTAGE-BURNS WATERWAY AT PORTAGE, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 04095090
#    DD parameter   Description
#    01   00055     Stream velocity, feet per second
#    30   00010     Temperature, water, degrees Celsius
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	30_00010	30_00010_cd
USGS	04095090	2011-07-24 20:15	EST	25.1	A
USGS	04095090	2011-07-24 20:30	EST	25.2	A
USGS	04095090	2011-07-24 20:45	EST	25.3	A
USGS	04095090	2011-07-24 21:00	EST	25.3	A
USGS	04095090	2011-07-24 21:15	EST	25.1	A
USGS	04095090	2011-07-24 21:30	EST	25.1	A
USGS	04095090	2011-07-24 21:45	EST	25.1	A
USGS	04095090	2011-07-24 22:00	EST	25.1	A
USGS	04095090	2011-07-24 22:15	EST	25.1	A
USGS	04095090	2011-07-24 22:30	EST	25.1	A
USGS	04095090	2011-07-24 22:45	EST	25.1	A
USGS	04095090	2011-07-24 23:00	EST	25.0	A
USGS	04095090	2011-07-24 23:15	EST	25.2	A
USGS	04095090	2011-07-24 23:30	EST	25.2	A
USGS	04095090	2011-07-24 23:45	EST	25.0	A
USGS	04095090	2011-07-25 00:00	EST	25.1	A
USGS	04095090	2011-07-25 00:15	EST	25.0	A
USGS	04095090	2011-07-25 00:30	EST	24.8	A
USGS	04095090	2011-07-25 00:45	EST	24.6	A
USGS	04095090	2011-07-25 01:00	EST	24.6	A
USGS	04095090	2011-07-25 01:15	EST	24.7	A
USGS	04095090	2011-07-25 01:30	EST	24.7	A
USGS	04095090	2011-07-25 01:45	EST	24.8	A
USGS	04095090	2011-07-25 02:00	EST	24.8	A
USGS	04095090	2011-07-25 02:15	EST	24.6	A
USGS	04095090	2011-07-25 02:30	EST	24.7	A
USGS	04095090	2011-07-25 02:45	EST	24.7	A
USGS	04095090	2011-07-25 03:00	EST	24.7	A
USGS	04095090	2011-07-25 03:15	EST	24.7	A
USGS	04095090	2011-07-25 03:30	EST	24.6	A
USGS	04095090	2011-07-25 03:45	EST	24.6	A
USGS	04095090	2011-07-25 04:00	EST	24.5	A
USGS	04095090	2011-07-25 04:15	EST	24.8	A
USGS	04095090	2011-07-25 04:30	EST	25.0	A
USGS	04095090	2011-07-25 04:45	EST	24.9	A
USGS	04095090	2011-07-25 05:00	EST	24.8	A
USGS	04095090	2011-07-25 05:15	EST	24.8	A
USGS	04095090	2011-07-25 05:30	EST	24.7	A
USGS	04095090	2011-07-25 05:45	EST	24.7	A
USGS	04095090	2011-07-25 06:00	EST	24.7	A
USGS	04095090	2011-07-25 06:15	EST	24.6	A
USGS	04095090	2011-07-25 06:30	EST	24.6	A
USGS	04095090	2011-07-25 06:45	EST	24.8	A
USGS	04095090	2011-07-25 07:00	EST	24.9	A
USGS	04095090	2011-07-25 07:15	EST	24.9	A
USGS	04095090	2011-07-25 07:30	EST	24.9	A
USGS	04095090	2011-07-25 07:45	EST	24.9	A
USGS	04095090	2011-07-25 08:00	EST	24.9	A
USGS	04095090	2011-07-25 08:15	EST	24.9	A
USGS	04095090	2011-07-25 08:30	EST	24.9	A
USGS	04095090	2011-07-25 08:45	EST	24.7	A
USGS	04095090	2011-07-25 09:00	EST	24.7	A
USGS	04095090	2011-07-25 09:15	EST	24.8	A
USGS	04095090	2011-07-25 09:30	EST	24.8	A
USGS	04095090	2011-07-25 09:45	EST	24.6	A
USGS	04095090	2011-07-25 10:00	EST	24.6	A
USGS	04095090	2011-07-25 10:15	EST	24.6	A
USGS	04095090	2011-07-25 10:30	EST	24.6	A
USGS	04095090	2011-07-25 10:45	EST	24.5	A
USGS	04095090	2011-07-25 11:00	EST	24.6	A
USGS	04095090	2011-07-25 11:15	EST	24.8	A
USGS	04095090	2011-07-25 11:30	EST	24.8	A
USGS	04095090	2011-07-25 11:45	EST	24.6	A
USGS	04095090	2011-07-25 12:00	EST	24.6	A
USGS	04095090	2011-07-25 12:15	EST	24.6	A
USGS	04095090	2011-07-25 12:30	EST	24.8	A
USGS	04095090	2011-07-25 12:45	EST	24.8	A
USGS	04095090	2011-07-25 13:00	EST	25.1	A
USGS	04095090	2011-07-25 13:15	EST	25.2	A
USGS	04095090	2011-07-25 13:30	EST	25.2	A
USGS	04095090	2011-07-25 13:45	EST	25.1	A
USGS	04095090	2011-07-25 14:00	EST	25.1	A
USGS	04095090	2011-07-25 14:15	EST	25.2	A
USGS	04095090	2011-07-25 14:30	EST	25.0	A
USGS	04095090	2011-07-25 14:45	EST	25.1	A
USGS	04095090	2011-07-25 15:00	EST	25.2	A
USGS	04095090	2011-07-25 15:15	EST	25.4	A
USGS	04095090	2011-07-25 15:30	EST	25.3	A
USGS	04095090	2011-07-25 15:45	EST	25.2	A
USGS	04095090	2011-07-25 16:00	EST	25.1	A
USGS	04095090	2011-07-25 16:15	EST	25.2	A
USGS	04095090	2011-07-25 16:30	EST	25.3	A
USGS	04095090	2011-07-25 16:45	EST	25.3	A
USGS	04095090	2011-07-25 17:00	EST	25.4	A
USGS	04095090	2011-07-25 17:15	EST	25.5	A
USGS	04095090	2011-07-25 17:30	EST	25.4	A
USGS	04095090	2011-07-25 17:45	EST	25.4	A
USGS	04095090	2011-07-25 18:00	EST	25.4	A
USGS	04095090	2011-07-25 18:15	EST	25.5	A
USGS	04095090	2011-07-25 18:30	EST	25.5	A
USGS	04095090	2011-07-25 18:45	EST	25.5	A
USGS	04095090	2011-07-25 19:00	EST	25.5	A
USGS	04095090	2011-07-25 19:15	EST	25.5	A
USGS	04095090	2011-07-25 19:30	EST	25.5	A
USGS	04095090	2011-07-25 19:45	EST	25.6	A
USGS	04095090	2011-07-25 20:00	EST	25.6	A
USGS	04095090	2011-07-25 20:15	EST	25.6	A
USGS	04095090	2011-07-25 20:30	EST	25.6	A
USGS	04095090	2011-07-25 20:45	EST	25.6	A
USGS	04095090	2011-07-25 21:00	EST	25.5	A
USGS	04095090	2011-07-25 21:15	EST	25.6	A
USGS	04095090	2011-07-25 21:30	EST	25.6	A
USGS	04095090	2011-07-25 21:45	EST	25.6	A
USGS	04095090	2011-07-25 22:00	EST	25.8	A
USGS	04095090	2011-07-25 22:15	EST	25.7	A
USGS	04095090	2011-07-25 22:30	EST	25.6	A
USGS	04095090	2011-07-25 22:45	EST	25.6	A
USGS	04095090	2011-07-25 23:00	EST	25.6	A
USGS	04095090	2011-07-25 23:15	EST	25.6	A
USGS	04095090	2011-07-25 23:30	EST	25.6	A
USGS	04095090	2011-07-25 23:45	EST	25.6	A
USGS	04095090	2011-07-26 00:00	EST	25.5	A
USGS	04095090	2011-07-26 00:15	EST	25.6	A
USGS	04095090	2011-07-26 00:30	EST	25.6	A
USGS	04095090	2011-07-26 00:45	EST	25.6	A
USGS	04095090	2011-07-26 01:00	EST	25.4	A
USGS	04095090	2011-07-26 01:15	EST	25.5	A
USGS	04095090	2011-07-26 01:30	EST	25.4	A
USGS	04095090	2011-07-26 01:45	EST	25.3	A
USGS	04095090	2011-07-26 02:00	EST	25.2	A
USGS	04095090	2011-07-26 02:15	EST	25.2	A
USGS	04095090	2011-07-26 02:30	EST	25.2	A
USGS	04095090	2011-07-26 02:45	EST	25.2	A
USGS	04095090	2011-07-26 03:00	EST	25.2	A
USGS	04095090	2011-07-26 03:15	EST	25.0	A
USGS	04095090	2011-07-26 03:30	EST	24.9	A
USGS	04095090	2011-07-26 03:45	EST	24.8	A
USGS	04095090	2011-07-26 04:00	EST	24.9	A
USGS	04095090	2011-07-26 04:15	EST	24.9	A
USGS	04095090	2011-07-26 04:30	EST	25.0	A
USGS	04095090	2011-07-26 04:45	EST	25.0	A
USGS	04095090	2011-07-26 05:00	EST	25.0	A
USGS	04095090	2011-07-26 05:15	EST	25.0	A
USGS	04095090	2011-07-26 05:30	EST	24.9	A
USGS	04095090	2011-07-26 05:45	EST	24.8	A
USGS	04095090	2011-07-26 06:00	EST	24.8	A
USGS	04095090	2011-07-26 06:15	EST	24.7	A
USGS	04095090	2011-07-26 06:30	EST	24.7	A
USGS	04095090	2011-07-26 06:45	EST	24.7	A
USGS	04095090	2011-07-26 07:00	EST	24.6	A
USGS	04095090	2011-07-26 07:15	EST	24.6	A
USGS	04095090	2011-07-26 07:30	EST	24.6	A
USGS	04095090	2011-07-26 07:45	EST	24.6	A
USGS	04095090	2011-07-26 08:00	EST	24.6	A
USGS	04095090	2011-07-26 08:15	EST	24.7	A
USGS	04095090	2011-07-26 08:30	EST	24.6	A
USGS	04095090	2011-07-26 08:45	EST	24.6	A
USGS	04095090	2011-07-26 09:00	EST	24.7	A
USGS	04095090	2011-07-26 09:15	EST	24.8	A
USGS	04095090	2011-07-26 09:30	EST	24.8	A
USGS	04095090	2011-07-26 09:45	EST	24.8	A
USGS	04095090	2011-07-26 10:00	EST	24.8	A
USGS	04095090	2011-07-26 10:15	EST	24.6	A
USGS	04095090	2011-07-26 10:30	EST	24.6	A
USGS	04095090	2011-07-26 10:45	EST	24.7	A
USGS	04095090	2011-07-26 11:00	EST	24.8	A
USGS	04095090	2011-07-26 11:15	EST	24.9	A
USGS	04095090	2011-07-26 11:30	EST	24.9	A
USGS	04095090	2011-07-26 11:45	EST	24.9	A
USGS	04095090	2011-07-26 12:00	EST	24.9	A
USGS	04095090	2011-07-26 12:15	EST	25.0	A
USGS	04095090	2011-07-26 12:30	EST	25.0	A
USGS	04095090	2011-07-26 12:45	EST	25.0	A
USGS	04095090	2011-07-26 13:00	EST	25.1	A
USGS	04095090	2011-07-26 13:15	EST	25.3	A
USGS	04095090	2011-07-26 13:30	EST	25.3	A
USGS	04095090	2011-07-26 13:45	EST	25.4	A
USGS	04095090	2011-07-26 14:00	EST	25.4	A
USGS	04095090	2011-07-26 14:15	EST	25.4	A
USGS	04095090	2011-07-26 14:30	EST	25.3	A
USGS	04095090	2011-07-26 14:45	EST	25.4	A
USGS	04095090	2011-07-26 15:00	EST	25.5	A
USGS	04095090	2011-07-26 15:15	EST	25.8	A
USGS	04095090	2011-07-26 15:30	EST	25.8	A
USGS	04095090	2011-07-26 15:45	EST	25.8	A
USGS	04095090	2011-07-26 16:00	EST	25.9	A
USGS	04095090	2011-07-26 16:15	EST	25.9	A
USGS	04095090	2011-07-26 16:30	EST	25.9	A
USGS	04095090	2011-07-26 16:45	EST	26.0	A
USGS	04095090	2011-07-26 17:00	EST	26.0	A
USGS	04095090	2011-07-26 17:15	EST	25.8	A
USGS	04095090	2011-07-26 17:30	EST	26.1	A
USGS	04095090	2011-07-26 17:45	EST	26.1	A
USGS	04095090	2011-07-26 18:00	EST	26.2	A
USGS	04095090	2011-07-26 18:15	EST	26.2	A
USGS	04095090	2011-07-26 18:30	EST	26.2	A
USGS	04095090	2011-07-26 18:45	EST	26.1	A
USGS	04095090	2011-07-26 19:00	EST	26.1	A
USGS	04095090	2011-07-26 19:15	EST	26.1	A
USGS	04095090	2011-07-26 19:30	EST	26.3	A
USGS	04095090	2011-07-26 19:45	EST	26.4	A
USGS	04095090	2011-07-26 20:00	EST	26.4	A
USGS	04095090	2011-07-26 20:15	EST	26.3	A
USGS	04095090	2011-07-26 20:30	EST	26.3	A
USGS	04095090	2011-07-26 20:45	EST	26.3	A
USGS	04095090	2011-07-26 21:00	EST	26.2	A
USGS	04095090	2011-07-26 21:15	EST	26.2	A
USGS	04095090	2011-07-26 21:30	EST	26.3	A
USGS	04095090	2011-07-26 21:45	EST	26.3	A
USGS	04095090	2011-07-26 22:00	EST	26.3	A
USGS	04095090	2011-07-26 22:15	EST	26.3	A
USGS	04095090	2011-07-26 22:30	EST	26.2	A
USGS	04095090	2011-07-26 22:45	EST	26.2	A
USGS	04095090	2011-07-26 23:00	EST	26.2	A
USGS	04095090	2011-07-26 23:15	EST	26.0	A
USGS	04095090	2011-07-26 23:30	EST	26.0	A
USGS	04095090	2011-07-26 23:45	EST	26.0	A
USGS	04095090	2011-07-27 00:00	EST	26.0	A
USGS	04095090	2011-07-27 00:15	EST	26.0	A
USGS	04095090	2011-07-27 00:30	EST	26.0	A
USGS	04095090	2011-07-27 00:45	EST	26.0	A
USGS	04095090	2011-07-27 01:00	EST	26.0	A
USGS	04095090	2011-07-27 01:15	EST	25.9	A
USGS	04095090	2011-07-27 01:30	EST	25.8	A
USGS	04095090	2011-07-27 01:45	EST	25.8	A
USGS	04095090	2011-07-27 02:00	EST	25.8	A
USGS	04095090	2011-07-27 02:15	EST	25.7	A
USGS	04095090	2011-07-27 02:30	EST	25.7	A
USGS	04095090	2011-07-27 02:45	EST	25.6	A
USGS	04095090	2011-07-27 03:00	EST	25.5	A
USGS	04095090	2011-07-27 03:15	EST	25.6	A
USGS	04095090	2011-07-27 03:30	EST	25.5	A
USGS	04095090	2011-07-27 03:45	EST	25.5	A
USGS	04095090	2011-07-27 04:00	EST	25.5	A
USGS	04095090	2011-07-27 04:15	EST	25.5	A
USGS	04095090	2011-07-27 04:30	EST	25.4	A
USGS	04095090	2011-07-27 04:45	EST	25.4	A
USGS	04095090	2011-07-27 05:00	EST	25.4	A
USGS	04095090	2011-07-27 05:15	EST	25.3	A
USGS	04095090	2011-07-27 05:30	EST	25.2	A
USGS	04095090	2011-07-27 05:45	EST	25.1	A
USGS	04095090	2011-07-27 06:00	EST	25.2	A
USGS	04095090	2011-07-27 06:15	EST	25.1	A
USGS	04095090	2011-07-27 06:30	EST	25.2	A
USGS	04095090	2011-07-27 06:45	EST	25.3	A
USGS	04095090	2011-07-27 07:00	EST	25.3	A
USGS	04095090	2011-07-27 07:15	EST	25.3	A
USGS	04095090	2011-07-27 07:30	EST	25.2	A
USGS	04095090	2011-07-27 07:45	EST	25.2	A
USGS	04095090	2011-07-27 08:00	EST	25.2	A
USGS	04095090	2011-07-27 08:15	EST	25.1	A
USGS	04095090	2011-07-27 08:30	EST	25.1	A
USGS	04095090	2011-07-27 08:45	EST	25.0	A
USGS	04095090	2011-07-27 09:00	EST	25.0	A
USGS	04095090	2011-07-27 09:15	EST	25.1	A
USGS	04095090	2011-07-27 09:30	EST	25.0	A
USGS	04095090	2011-07-27 09:45	EST	25.0	A
USGS	04095090	2011-07-27 10:00	EST	25.0	A
USGS	04095090	2011-07-27 10:15	EST	25.0	A
USGS	04095090	2011-07-27 10:30	EST	24.9	A
USGS	04095090	2011-07-27 10:45	EST	24.8	A
USGS	04095090	2011-07-27 11:00	EST	24.8	A
USGS	04095090	2011-07-27 11:15	EST	24.9	A
USGS	04095090	2011-07-27 11:30	EST	24.8	A
USGS	04095090	2011-07-27 11:45	EST	24.9	A
USGS	04095090	2011-07-27 12:00	EST	24.9	A
USGS	04095090	2011-07-27 12:15	EST	24.8	A
USGS	04095090	2011-07-27 12:30	EST	24.6	A
USGS	04095090	2011-07-27 12:45	EST	24.6	A
USGS	04095090	2011-07-27 13:00	EST	24.6	A
USGS	04095090	2011-07-27 13:15	EST	24.6	A
USGS	04095090	2011-07-27 13:30	EST	24.6	A
USGS	04095090	2011-07-27 13:45	EST	24.4	A
USGS	04095090	2011-07-27 14:00	EST	24.2	A
USGS	04095090	2011-07-27 14:15	EST	24.2	A
USGS	04095090	2011-07-27 14:30	EST	24.5	A
USGS	04095090	2011-07-27 14:45	EST	24.6	A
USGS	04095090	2011-07-27 15:00	EST	24.7	A
USGS	04095090	2011-07-27 15:15	EST	24.7	A
USGS	04095090	2011-07-27 15:30	EST	24.6	A
USGS	04095090	2011-07-27 15:45	EST	24.6	A
USGS	04095090	2011-07-27 16:00	EST	24.7	A
USGS	04095090	2011-07-27 16:15	EST	24.7	A
USGS	04095090	2011-07-27 16:30	EST	24.7	A
USGS	04095090	2011-07-27 16:45	EST	24.6	A
USGS	04095090	2011-07-27 17:00	EST	24.7	A
USGS	04095090	2011-07-27 17:15	EST	24.7	A
USGS	04095090	2011-07-27 17:30	EST	24.8	A
USGS	04095090	2011-07-27 17:45	EST	24.8	A
USGS	04095090	2011-07-27 18:00	EST	24.7	A
USGS	04095090	2011-07-27 18:15	EST	24.7	A
USGS	04095090	2011-07-27 18:30	EST	24.8	A
USGS	04095090	2011-07-27 18:45	EST	24.8	A
USGS	04095090	2011-07-27 19:00	EST	24.8	A
USGS	04095090	2011-07-27 19:15	EST	24.8	A
USGS	04095090	2011-07-27 19:30	EST	24.8	A
USGS	04095090	2011-07-27 19:45	EST	25.0	A
USGS	04095090	2011-07-27 20:00	EST	25.0	A
USGS	04095090	2011-07-27 20:15	EST	25.0	A
USGS	04095090	2011-07-27 20:30	EST	24.8	A
USGS	04095090	2011-07-27 20:45	EST	24.9	A
USGS	04095090	2011-07-27 21:00	EST	24.6	A
USGS	04095090	2011-07-27 21:15	EST	24.5	A
USGS	04095090	2011-07-27 21:30	EST	24.6	A
USGS	04095090	2011-07-27 21:45	EST	24.6	A
USGS	04095090	2011-07-27 22:00	EST	24.6	A
USGS	04095090	2011-07-27 22:15	EST	24.6	A
USGS	04095090	2011-07-27 22:30	EST	24.6	A
USGS	04095090	2011-07-27 22:45	EST	24.6	A
USGS	04095090	2011-07-27 23:00	EST	24.7	A
USGS	04095090	2011-07-27 23:15	EST	24.8	A
USGS	04095090	2011-07-27 23:30	EST	24.8	A
USGS	04095090	2011-07-27 23:45	EST	24.8	A
USGS	04095090	2011-07-28 00:00	EST	25.0	A
USGS	04095090	2011-07-28 00:15	EST	24.6	A
USGS	04095090	2011-07-28 00:30	EST	24.7	A
USGS	04095090	2011-07-28 00:45	EST	24.8	A
USGS	04095090	2011-07-28 01:00	EST	24.6	A
USGS	04095090	2011-07-28 01:15	EST	24.6	A
USGS	04095090	2011-07-28 01:30	EST	24.6	A
USGS	04095090	2011-07-28 01:45	EST	24.5	A
USGS	04095090	2011-07-28 02:00	EST	24.5	A
USGS	04095090	2011-07-28 02:15	EST	24.4	A
USGS	04095090	2011-07-28 02:30	EST	24.4	A
USGS	04095090	2011-07-28 02:45	EST	24.4	A
USGS	04095090	2011-07-28 03:00	EST	24.4	A
USGS	04095090	2011-07-28 03:15	EST	24.3	A
USGS	04095090	2011-07-28 03:30	EST	24.3	A
USGS	04095090	2011-07-28 03:45	EST	24.3	A
USGS	04095090	2011-07-28 04:00	EST	24.5	A
USGS	04095090	2011-07-28 04:15	EST	24.6	A
USGS	04095090	2011-07-28 04:30	EST	24.1	A
USGS	04095090	2011-07-28 04:45	EST	24.2	A
USGS	04095090	2011-07-28 05:00	EST	24.2	A
USGS	04095090	2011-07-28 05:15	EST	24.2	A
USGS	04095090	2011-07-28 05:30	EST	24.2	A
USGS	04095090	2011-07-28 05:45	EST	24.2	A
USGS	04095090	2011-07-28 06:00	EST	24.3	A
USGS	04095090	2011-07-28 06:15	EST	24.4	A
USGS	04095090	2011-07-28 06:30	EST	24.6	A
USGS	04095090	2011-07-28 06:45	EST	24.6	A
USGS	04095090	2011-07-28 07:00	EST	24.7	A
USGS	04095090	2011-07-28 07:15	EST	24.8	A
USGS	04095090	2011-07-28 07:30	EST	24.7	A
USGS	04095090	2011-07-28 07:45	EST	24.7	A
USGS	04095090	2011-07-28 08:00	EST	24.8	A
USGS	04095090	2011-07-28 08:15	EST	24.8	A
USGS	04095090	2011-07-28 08:30	EST	24.8	A
USGS	04095090	2011-07-28 08:45	EST	24.7	A
USGS	04095090	2011-07-28 09:00	EST	24.7	A
USGS	04095090	2011-07-28 09:15	EST	24.7	A
USGS	04095090	2011-07-28 09:30	EST	24.7	A
USGS	04095090	2011-07-28 09:45	EST	24.7	A
USGS	04095090	2011-07-28 10:00	EST	25.0	A
USGS	04095090	2011-07-28 10:15	EST	25.1	A
USGS	04095090	2011-07-28 10:30	EST	25.0	A
USGS	04095090	2011-07-28 10:45	EST	25.0	A
USGS	04095090	2011-07-28 11:00	EST	24.8	A
USGS	04095090	2011-07-28 11:15	EST	24.8	A
USGS	04095090	2011-07-28 11:30	EST	24.7	A
USGS	04095090	2011-07-28 11:45	EST	24.7	A
USGS	04095090	2011-07-28 12:00	EST	24.7	A
USGS	04095090	2011-07-28 12:15	EST	24.8	A
USGS	04095090	2011-07-28 12:30	EST	24.7	A
USGS	04095090	2011-07-28 12:45	EST	24.8	A
USGS	04095090	2011-07-28 13:00	EST	24.7	A
USGS	04095090	2011-07-28 13:15	EST	24.7	A
USGS	04095090	2011-07-28 13:30	EST	24.7	A
USGS	04095090	2011-07-28 13:45	EST	24.8	A
USGS	04095090	2011-07-28 14:00	EST	24.5	A
USGS	04095090	2011-07-28 14:15	EST	24.5	A
USGS	04095090	2011-07-28 14:30	EST	24.5	A
USGS	04095090	2011-07-28 14:45	EST	24.6	A
USGS	04095090	2011-07-28 15:00	EST	24.7	A
USGS	04095090	2011-07-28 15:15	EST	24.9	A
USGS	04095090	2011-07-28 15:30	EST	24.9	A
USGS	04095090	2011-07-28 15:45	EST	25.0	A
USGS	04095090	2011-07-28 16:00	EST	25.0	A
USGS	04095090	2011-07-28 16:15	EST	25.1	A
USGS	04095090	2011-07-28 16:30	EST	25.1	A
USGS	04095090	2011-07-28 16:45	EST	25.2	A
USGS	04095090	2011-07-28 17:00	EST	25.1	A
USGS	04095090	2011-07-28 17:15	EST	25.1	A
USGS	04095090	2011-07-28 17:30	EST	25.1	A
USGS	04095090	2011-07-28 17:45	EST	25.1	A
USGS	04095090	2011-07-28 18:00	EST	25.1	A
USGS	04095090	2011-07-28 18:15	EST	25.1	A
USGS	04095090	2011-07-28 18:30	EST	25.2	A
USGS	04095090	2011-07-28 18:45	EST	25.4	A
USGS	04095090	2011-07-28 19:00	EST	25.4	A
USGS	04095090	2011-07-28 19:15	EST	25.4	A
USGS	04095090	2011-07-28 19:30	EST	25.4	A
USGS	04095090	2011-07-28 19:45	EST	25.4	A
USGS	04095090	2011-07-28 20:00	EST	25.3	A
USGS	04095090	2011-07-28 20:15	EST	25.1	A
USGS	04095090	2011-07-28 20:30	EST	25.1	A
USGS	04095090	2011-07-28 20:45	EST	25.3	A
USGS	04095090	2011-07-28 21:00	EST	25.3	A
USGS	04095090	2011-07-28 21:15	EST	25.2	A
USGS	04095090	2011-07-28 21:30	EST	25.2	A
USGS	04095090	2011-07-28 21:45	EST	25.2	A
USGS	04095090	2011-07-28 22:00	EST	25.2	A
USGS	04095090	2011-07-28 22:15	EST	25.1	A
USGS	04095090	2011-07-28 22:30	EST	25.1	A
USGS	04095090	2011-07-28 22:45	EST	25.1	A
USGS	04095090	2011-07-28 23:00	EST	25.2	A
USGS	04095090	2011-07-28 23:15	EST	25.2	A
USGS	04095090	2011-07-28 23:30	EST	25.1	A
USGS	04095090	2011-07-28 23:45	EST	25.1	A
USGS	04095090	2011-07-30 00:00	EST	24.2	A
USGS	04095090	2011-07-30 00:15	EST	24.2	A
USGS	04095090	2011-07-30 00:30	EST	24.2	A
USGS	04095090	2011-07-30 00:45	EST	24.2	A
USGS	04095090	2011-07-30 01:00	EST	24.1	A
USGS	04095090	2011-07-30 01:15	EST	23.7	A
USGS	04095090	2011-07-30 01:30	EST	23.9	A
USGS	04095090	2011-07-30 01:45	EST	23.8	A
USGS	04095090	2011-07-30 02:00	EST	23.8	A
USGS	04095090	2011-07-30 02:15	EST	23.8	A
USGS	04095090	2011-07-30 02:30	EST	23.8	A
USGS	04095090	2011-07-30 02:45	EST	23.8	A
USGS	04095090	2011-07-30 03:00	EST	23.8	A
USGS	04095090	2011-07-30 03:15	EST	23.8	A
USGS	04095090	2011-07-30 03:30	EST	23.6	A
USGS	04095090	2011-07-30 03:45	EST	23.7	A
USGS	04095090	2011-07-30 04:00	EST	23.7	A
USGS	04095090	2011-07-30 04:15	EST	23.7	A
USGS	04095090	2011-07-30 04:30	EST	23.7	A
USGS	04095090	2011-07-30 04:45	EST	23.7	A
USGS	04095090	2011-07-30 05:00	EST	23.7	A
USGS	04095090	2011-07-30 05:15	EST	23.7	A
USGS	04095090	2011-07-30 05:30	EST	23.6	A
USGS	04095090	2011-07-30 05:45	EST	23.5	A
USGS	04095090	2011-07-30 06:00	EST	23.5	A
USGS	04095090	2011-07-30 06:15	EST	23.5	A
USGS	04095090	2011-07-30 06:30	EST	23.6	A
USGS	04095090	2011-07-30 06:45	EST	23.6	A
USGS	04095090	2011-07-30 07:00	EST	23.6	A
USGS	04095090	2011-07-30 07:15	EST	23.6	A
USGS	04095090	2011-07-30 07:30	EST	23.6	A
USGS	04095090	2011-07-30 07:45	EST	23.5	A
USGS	04095090	2011-07-30 08:00	EST	23.4	A
USGS	04095090	2011-07-30 08:15	EST	23.5	A
USGS	04095090	2011-07-30 08:30	EST	23.5	A
USGS	04095090	2011-07-30 08:45	EST	23.6	A
USGS	04095090	2011-07-30 09:00	EST	23.6	A
USGS	04095090	2011-07-30 09:15	EST	23.7	A
USGS	04095090	2011-07-30 09:30	EST	23.7	A
USGS	04095090	2011-07-30 09:45	EST	23.7	A
USGS	04095090	2011-07-30 10:00	EST	23.6	A
USGS	04095090	2011-07-30 10:15	EST	23.6	A
USGS	04095090	2011-07-30 10:30	EST	23.5	A
USGS	04095090	2011-07-30 10:45	EST	23.6	A
USGS	04095090	2011-07-30 11:00	EST	23.8	A
USGS	04095090	2011-07-30 11:15	EST	23.8	A
USGS	04095090	2011-07-30 11:30	EST	23.9	A
USGS	04095090	2011-07-30 11:45	EST	24.0	A
USGS	04095090	2011-07-30 12:00	EST	23.9	A
USGS	04095090	2011-07-30 12:15	EST	23.9	A
USGS	04095090	2011-07-30 12:30	EST	24.0	A
USGS	04095090	2011-07-30 12:45	EST	24.1	A
USGS	04095090	2011-07-30 13:00	EST	24.1	A
USGS	04095090	2011-07-30 13:15	EST	24.3	A
USGS	04095090	2011-07-30 13:30	EST	24.5	A
USGS	04095090	2011-07-30 13:45	EST	24.5	A
USGS	04095090	2011-07-30 14:00	EST	24.5	A
USGS	04095090	2011-07-30 14:15	EST	24.5	A
USGS	04095090	2011-07-30 14:30	EST	24.6	A
USGS	04095090	2011-07-30 14:45	EST	24.9	A
USGS	04095090	2011-07-30 15:00	EST	25.0	A
USGS	04095090	2011-07-30 15:15	EST	24.9	A
USGS	04095090	2011-07-30 15:30	EST	25.0	A
USGS	04095090	2011-07-30 15:45	EST	25.1	A
USGS	04095090	2011-07-30 16:00	EST	25.2	A
USGS	04095090	2011-07-30 16:15	EST	25.2	A
USGS	04095090	2011-07-30 16:30	EST	25.3	A
USGS	04095090	2011-07-30 16:45	EST	25.2	A
USGS	04095090	2011-07-30 17:00	EST	25.2	A
USGS	04095090	2011-07-30 17:15	EST	25.3	A
USGS	04095090	2011-07-30 17:30	EST	25.3	A
USGS	04095090	2011-07-30 17:45	EST	25.3	A
USGS	04095090	2011-07-30 18:00	EST	25.4	A
USGS	04095090	2011-07-30 18:15	EST	25.4	A
USGS	04095090	2011-07-30 18:30	EST	25.5	A
USGS	04095090	2011-07-30 18:45	EST	25.4	A
USGS	04095090	2011-07-30 19:00	EST	25.2	A
USGS	04095090	2011-07-30 19:15	EST	25.3	A
USGS	04095090	2011-07-30 19:30	EST	25.3	A
USGS	04095090	2011-07-30 19:45	EST	25.4	A
USGS	04095090	2011-07-30 20:00	EST	25.5	A
USGS	04095090	2011-07-30 20:15	EST	25.5	A
USGS	04095090	2011-07-30 20:30	EST	25.4	A
